Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Czech Republic,CZE,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,6599.0700181108,7963.626454363,7380.1634794452,6970.3323549189,6752.7743830729,7327.5550514246,7688.0206559329,7975.6095775712,8055.4042752734,8239.1363826399,8765.8955823765,10040.8758862585,11315.4262149504,10599.9644653234,8084.4216137471,9038.6914196744,11207.0851667412,9642.2367020434,10105.3086377979,10828.0139020515,10916.7928368299,12163.5986687713,13251.3719416385,14990.7296897204
Germany,DEU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,21940.8867994509,22406.4493512409,21021.6244291256,15927.5667253474,17000.8282485231,18367.1467479021,19266.2945651102,19570.6811093142,22321.2236040878,22442.2550904637,22600.7918538282,23468.8729556497,25314.6538416833,34836.3255534486,25986.4983796374,25337.8284889282,33479.7771119566,41938.0932851985,42328.0689526277,33461.2532825131,31385.0036943416,32561.633084162,35499.9788959214,32521.3388455358,33045.9825263652,34807.9714950356
Djibouti,DJI,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,5348.0274730779,6375.5950011149,6454.8301775235,6466.5093340727,6878.5392483961,6599.1257776843,8622.2546679107,8952.547978886,9518.3536973913,8126.8212611337,8678.5564531049,8628.8274733126,10047.0325300656,10085.6409678414,9710.306978389,8921.0455552766,9408.9737441375,9268.4915081221,9084.0481305306,8889.9488951031,9383.4247041492,8874.9478302508,8663.1261973667,9583.2552309707,9593.5932961538,9533.4103633919,9677.4960535997,8911.5346352654,10114.6335306293,10289.7509088824,9437.2716049383,10127.1144265821,10919.349574028,11418.9964857982,11401.6526759353,10937.8129036401,11377.7033059715
Denmark,DNK,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,9100.0471768401,10099.8293589964,11233.8073871524,10683.6616307063,13036.1156197282,12937.7730169578,12915.8190251234,11954.3467782956,12114.1614187137,14177.9412397681,15172.8654638022,15651.6060777306,16614.2876828634,21667.5879784924,24070.7920590718,25725.0106573929,27472.5953170853,29327.9557884309,31310.8960293394,31750.3539126729,35572.927959676,38541.380650972,37777.8295159032,39387.0038926447,41684.3961385234,40850.1743743539,44106.3590482644,48613.2851899667,37989.2375168635,38103.1319452304,51601.9671382998,47983.1992125125,55003.3307064463,54807.0226606418,65933.5774532496,74766.4395464256,75968.0480790174
Dominican Republic,DOM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2911.1966594084,3038.9676834546,3129.6228587046,3182.5243530244,3145.7793458987,3003.67071881,2958.4042260234,3019.2609358833,2964.7994514137,3016.9845514374,2753.567607622,2889.1047891301,3176.6813745153,3259.5366174176,3093.0843000505,3341.2667891499,3521.0997523207,3474.6412332091,3543.9947574296,3760.0904687148,3983.3169531505,4410.7121975648,4571.8710237226,4743.9810099347,4706.9890385073,5072.0835461942,5606.1968416867,5815.6072530366,5779.9651531149,6491.9172610303,7100.9001551675,7823.35321088,8196.7172172572,8575.3446887876,9041.4867294589,9346.6042444671,10512.2519000066
Algeria,DZA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2292.5569291479,2266.6061388929,2062.0551018305,2003.1583718491,2178.5110898183,2486.1971058345,2394.9160612433,2737.115035582,2493.9002466225,2818.5421321753,2591.1108327448,2858.2458271688,2871.6909750356,2650.583957704,2317.9033381735,2571.164726989,3075.141610556,2577.4307061483,2790.8803120322,2787.1282136429,2586.4221680935,2838.5943135637,2743.4390324522,3218.7265768986,3333.65153549,3360.8181966484,3581.5411704952,3607.11542364,3432.3189726344,4121.3118689486,4298.746352025,4777.8381270077,5112.2209777736,5529.6918227631,5676.8180276407,6061.0345002012,6221.58674232
East Asia & Pacific (excluding high income),EAP,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,531.0740225611,551.6966156692,582.9302820403,603.6375403458,645.6007620913,635.7723935626,636.4173163978,645.5405937098,652.8408577131,664.3384082779,684.9257789866,694.0668189641,723.1674883956,735.9916282507,756.6422177763,783.0859867993,814.9730465631,834.8445541125,850.0963602171,870.6224707258,882.3411581429,903.2855808105,926.4293327691,956.8507898324,1005.4889126814,1050.0025949248,1099.1384913598,1138.1779291385,1191.6212350399,1230.5209563257,1278.5728951696,1335.2954433612,1395.9338401986,1452.3306567192,1514.6971751519,1575.2586387952,1631.4552623548
Early-demographic dividend,EAR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1105.2522309327,1117.862935872,1111.1200869313,1134.5743451585,1142.9131392972,1154.6159636468,1148.3164579607,1138.5063628505,1204.0099456491,1195.2259827585,1223.6793769857,1220.0479276381,1259.9104630179,1221.9016361566,1238.8659135673,1242.6291529045,1306.3711235032,1283.0035513859,1320.3970079393,1323.3705631054,1309.8218207984,1326.3792917447,1306.8607655008,1358.0987875748,1371.9792121878,1427.3946222554,1464.7434724363,1506.5870464409,1507.1234904113,1514.2615651704,1594.4382785068,1631.390467716,1653.0148209654,1711.0051273694,1694.0226243991,1679.6778729646,1706.961848688
East Asia & Pacific,EAS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,749.3199994204,764.8768676668,806.3376688343,819.6498081441,868.2902737364,848.3823037051,842.5618149717,852.0911990568,852.7195860282,864.6045448423,884.5097151126,878.9597610051,910.0473364356,912.2502952918,948.9150273631,965.14241032,1011.382537295,1032.092839709,1046.3533159226,1070.8597339845,1088.9460691257,1100.76400177,1130.8018340918,1142.2597343759,1188.1737622262,1235.7467910928,1285.3761391549,1322.3668631691,1389.7546590497,1427.6846614761,1466.5000863139,1528.0493398587,1591.3369636524,1649.3566544888,1712.6854974068,1766.9397587336,1708.5052444806
Europe & Central Asia (excluding high income),ECA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,4995.089307496,4851.557162359,4878.1110757106,4697.422045202,4676.1062489602,4463.1316584356,4682.9693294405,4528.2702204575,4725.7592609203,4263.9740915255,4546.9608585713,4520.2136858228,4226.2247190504,4333.3567429777,4036.8003651259,4000.7808050416,4017.3991231451,4131.0796860607,4005.9592303702,4268.9309098496,4698.9127330739,4909.9690860424,5221.4273077859,5311.9355747435,5702.8233490712,5918.3503827796,6150.8681906191,5956.8250903528,6469.8771347238,6713.2314015266,6673.1450802483,7499.3842384589,7494.7477339627,8104.6621315953,8405.5403912096,8915.7023390392,9467.9042027651
Europe & Central Asia,ECS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,10252.7617242851,7245.597122183,7383.1905001754,7026.3551264836,7493.8626285094,7324.5936928037,7649.5447774896,7734.2737339607,8249.0124228043,8801.7723517736,8961.6389868362,9387.1534051797,9393.4578317835,10417.0305277757,10300.5454253879,10448.2467621204,10570.4353435016,11336.283311051,11664.5585239788,11444.6706434832,12470.7367991185,12336.2560018926,13128.4967946065,13774.2939055194,14309.0785898555,14989.1130061269
Ecuador,ECU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2054.9174762199,2301.7116078434,2506.9318209889,2019.4749731195,2255.0850691956,2368.1691196807,2598.5800229922,2667.5181936184,2742.4178894442,2890.5606008442,2978.2051969702,3186.5431928227,3265.7529172741,3204.8892920354,3337.1853010405,3419.8266046236,3601.3656996278,3773.6370744054,3652.0786341927,3965.3720211082,3988.5428607678,4148.8624811091,4204.9406693075,4468.1934068037,4559.9330394845,4869.9503896281,5071.5846667343,5257.7394171544,5354.0548432876,5459.1596651895,5512.9527687296,5970.1974686001,6041.1681697802,6472.0886479511,6792.9524012892,7099.9490048842,7182.8619986803
"Egypt, Arab Rep.",EGY,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1844.0638414652,1827.1856677404,1851.018708201,1847.9491672028,1905.3061715816,1977.7431650691,2028.0763973261,2072.920453771,2159.3497668458,2237.251037623,2386.7275724141,2544.6047568277,2617.4293273571,2646.262095881,2721.6892071446,2813.0490361589,2920.2767586819,3043.8703279814,3179.2838083431,3183.9537826989,3306.306348252,3449.0414478407,3491.7752334696,3582.7373197239,3657.4198517134,3759.8569214988,3879.0524164828,3992.0920230119,4122.6210321211,4255.2528158065,4411.0822049974,4545.5696373559,4699.635755362,4868.9009648348,5049.2988624633,5244.8089015245,5453.8327232336
Euro area,EMU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,18412.2733642707,19998.2673415894,21245.537800509,22133.88042244,23747.3683748207,24831.9322679161,25126.7610965513,26053.4484421273,25627.3657449425,29395.9922540704,27820.5397244904,28522.6649884569,30810.1795801148,33128.0095618677,34323.2978438626,34227.212905021,36061.9897265352,35803.6206701157,38157.0245125959,40424.5950455414,41759.8586656792,42598.6362263411
Eritrea,ERI,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,15734.2305032793,19689.7183266863,21749.3054597952,23239.5986918099,23757.1668951049,26007.7794273443,26878.7584009544,27502.3370995163,27594.6603553956,27291.1378783015,25537.7611962475,27645.5350880849,30935.6929462772,31088.2285911368,31037.98128613,32951.4195017093,35824.6627541123,33778.49568828,40119.8275102037,41388.2642584977,42106.2717358678,45620.9609744183
Estonia,EST,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,3330.573367941,3556.0811874171,4352.6858703111,5625.1478736196,5125.3097319674,6287.077747198,5860.9665975263,6067.1884341817,6645.960056186,6400.0552537033,6343.4263697826,6544.6801270373,7554.2603639882,7738.9970088545,7971.3561983334,8924.7774969722,10284.4936311879,11269.3884055009,11658.0441273377,13196.0165921616,14635.6481069103,13624.6492535294
Ethiopia,ETH,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,299.5424992989,281.7212643616,282.063813112,318.9219229668,315.010611399,276.0315217604,277.0296972941,276.5251910655,293.7814050323,279.5410193782,242.8022293665,275.7067787927,304.1868529874,330.5350276835,351.2628441706,368.0430852756,381.8530516593,391.9071364942,417.4014043861,428.1809908929,448.7318937532,463.4173819241,483.2746942974,485.2294865609
European Union,EUU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,15377.4305674182,13091.3284397391,13881.1077989967,14497.8373454732,15560.1825573974,16111.5935854612,16561.697354554,17431.1607837774,17404.2555633958,19922.4575680535,19118.7603360407,19525.9074306142,20504.5424970245,22241.5023624181,22898.6239747381,22841.5415771949,24257.0685208373,23690.5698156869,25450.9051395685,27244.3757592574,27905.2961233911,28620.6829106432
Fragile and conflict affected situations,FCS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,826.8797305426,846.6880394695,853.0844513864,821.626502924,827.8685237254,885.7473014408,913.7326846124,928.8040892019,969.7734871704,984.2351785636,989.4318411747,1001.7815301005,1044.6386497443,1060.3487760128,1069.5288057778,1026.8010920074,1061.0521095106
Finland,FIN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,18355.2785382653,16575.6466933418,17504.630925552,19223.2110829396,20587.4423813825,20571.383664908,20247.0085185192,17626.2909118659,20460.6598693291,21016.5249245256,24119.1059238511,24537.3857801013,25095.4416403442,28547.1053998612,30220.9580476594,30773.391778083,30445.5118874289,34188.8287526093,31759.8738818586,32687.1559683983,36444.826821189,37045.4956609394,38408.3092318859,39175.6345121069,40444.2013712791,43706.0070569736,45773.9680500999,50003.0433354301,51702.5320759739,57703.3557222788,60382.9435777854,65699.9068042127,66912.8666963161,75846.4005481307,78221.8005088407,80688.0130282589,84427.6443391477
Fiji,FJI,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2567.1714416921,2841.2455923752,2805.6117949152,2210.8345631587,2729.7191362917,2291.8337982385,2706.4383323324,2528.9191912467,2451.7358750451,2867.8853039313,2690.3382695605,2668.9591966445,2718.1882673825,2716.0582056986,2963.328450854,2821.4271800002,2923.1476140409,2600.3417933979,2393.2710400963,2719.3343275931,2663.4408702303,2511.8388980173,2629.8803092134,2536.7624491466,2668.0046267357,2690.7531994495,2825.1581964884,2686.773929342,2634.376136365,2402.0213084668,2338.4072703262,2509.1892425315,2441.0828741149,2605.6758973596,2633.9910511813,2799.9718250776,
France,FRA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,12917.1518560945,13168.3265376073,15804.2297838869,15314.5329865745,16615.6456872777,18127.2713973314,18765.2607268953,20142.1118461855,20748.7246922922,22437.5260538805,25145.6024060197,23990.8862156171,28696.9295835216,28271.8836082937,29751.0386907121,32375.769450415,35767.0501443063,37589.1872790109,40457.4187680047,44287.2501043768,45774.1003708105,46309.2404003584,50795.1890109519,44273.3777365932,56120.5128543728,55331.9188236102,57909.9794865566,60050.6088696021,65670.4304206705,73182.7150887428,74177.0150971704,80877.216522012,77598.5382869938,79957.778689354,94946.0812010025,95414.6055390379,88578.252042655
Faroe Islands,FRO,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,5046.6659062578,4856.5681251558,4445.9220767888,5096.554574919,4708.9374844179,5413.4972479528,5231.5764800644,5336.1383272923,5497.6521143778,5034.7429185126,5245.3215196671,5274.0367834609,5503.7588938113,5494.1871392133,5446.3283662237,5941.6666666667,6211.2710878418,6638.5733566027,6322.5036503781,6369.7155322862,6709.0023269343,
Gabon,GAB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2085.4514414928,2078.9187936805,2021.2777924013,2103.0405068587,2161.1684339745,2247.1231485783,2214.9402564875,2171.3986955032,2388.7555794158,2174.6886657924,2149.2575239988,2157.4916076175,2276.5161929302,2363.1438286682,2398.085254722,2355.6047085549,2377.5683881825,2491.8753985941,2525.9721069844,2541.829614637,2688.4375797763,2795.6729343482,2707.8211796428,2766.2620672853,2779.6499191496,2948.2904220948,3319.8313034614,3562.1942163425,3372.9740005268,3187.6974298695,3071.3674175,3123.4367999015,3252.373141085,3363.453754738,3669.6824017199,3951.3287705414,4376.6948529089
United Kingdom,GBR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,24242.4251913197,25875.8886852816,27775.0972423876,26404.0815080178,26694.0202321214,26765.39083956,26073.7658096808,26847.4485887853,28313.5788812522,30344.8454141619,31094.8265386696,29890.0948490221,34073.1000858803,32814.4581189487,32486.3768403747,35419.9934432575,33423.8574353198,32638.749735739,35243.6619919483,33452.2718061424,33609.8163462577,37765.1300542718,35472.6137940806,36186.2555040145,41777.9380797059,42800.1926578515,41717.8068900001
Georgia,GEO,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460.0143509335,2409.4980427888,2447.2826564528,2393.0498616179,2658.7666293604,2669.8948760242,2919.8778872829,3052.1847497785,3251.115195371,3461.4746265918
Ghana,GHA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,1385.866129746,1322.6023892922,1384.8002907906,1447.2542254178,1485.0041612387,1459.6076606475,1455.608356554,1499.7905570847,1530.7751825623,1529.9661752748,1546.8798541794
Gibraltar,GIB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,178.3592124156,199.127092915,183.6462602603,187.766055786,186.4386892227,183.4916130835,180.1197042337,177.2604293931,175.9300267847,174.3704948757,176.8693131396,184.8037436343,190.8622057458,201.3006225603,204.9850580642,214.5478334792,220.8872408005,225.8211665223,230.0578202017,230.0412140435,235.6975707675,238.9006938392,243.5485560172,247.1332745179,250.2272531628,256.5239823585,261.8526841582,274.8868635539,274.2030406086,269.5280118631,274.0492716078
"Gambia, The",GMB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,555.7685437266,428.3838947789,485.0294263121,607.1773463055,572.1904103052,501.8519661924,467.6536771736,434.1512488089,407.8610398451,405.2049820744,381.7217966848,373.2779125709,352.2436253208,326.9914590166,338.3522386978,321.2704740242,305.0458112178,327.49346071,309.7938882638,392.2336053065,410.6621315442,434.7973534746,346.6450102973,402.513555392,418.5536316911,398.214835018,331.3808531113,316.0346754729,387.8096950168,421.5131442537,455.5008066201,335.7741406066,346.5963811468,331.2034326574,299.1153772938,311.3897771008,265.7247606978
Guinea-Bissau,GNB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,758.1296009245,758.8372195527,750.7893700771,773.9486252046,749.3330135597,830.0285384698,808.9339944387,821.1589213561,841.1649306751,857.8561001735,850.5217239539,915.3840288751,899.0967899166,910.5798941072,,,
Equatorial Guinea,GNQ,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.5049856047,1227.9957336977,945.6058781506,848.7425886697,982.8866197373,1072.9464370239,1135.0664700047,1197.6281149626,1246.3800862308,1293.5059147123,1300.8508167647
Greece,GRC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,11259.2514697811,11106.3188279777,11510.0934375368,11723.2520637868,12287.7891601287,12241.2439722354,12711.5275590627,12628.9520286436,12858.2501679511,13225.5515586561,14130.2604270496,12496.3690065607,11159.8937067782,11606.9231657863,12553.8622094131,13553.6579764386,13689.707537627,15696.3597776953,15110.8842525625,16295.8073607472,16450.3062714635,16847.6785622349
Grenada,GRD,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,4425.3240903329,4785.5598397499,4153.9212653031,3985.3012081295,4527.0645137761,4086.32636663,3858.4201296832,4122.5363960576,4172.6066025383,4357.7535086015,4704.6229694896,4594.3894058373,4469.9641281707,4284.0966251495,4021.1481586812,4296.5895369551,3958.5783504685,3920.3852357032,3869.8126168539,4251.0054372143,4158.0125261639,4049.6379318173,4173.822228223,4418.7285165783,4058.79091722,2536.04668718,3310.0929471755,3364.6320220583,3689.643055832,4137.0005729778,3866.366255144,3805.8018594936,3963.2810141083,4296.3017557289,5956.8323536082,7982.6480230271,6812.5605634026
Greenland,GRL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,227769.776497573,252289.255169716,272452.481285895,282267.385003823,249693.284258815,248057.466972493,,,,,,,,
Guatemala,GTM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1933.2414640359,1917.2020296409,1818.591161005,1748.4305559541,1739.1413989012,1704.9865247934,1654.7364531723,1682.7619075155,1720.6393324401,1737.2938482525,1787.7576132944,1835.7895814509,1886.8065628598,1929.7027939009,1983.5868283676,2065.6033439743,2138.569246873,2230.2059263639,2355.5298276551,2460.4083726534,2353.4099476826,2236.8935467893,2227.6237487045,2169.8792684635,2157.4415354348,2160.1768949904,2145.2005171493,2238.7669192064,2219.9991925097,2264.5098588344,2217.2082881812,2282.1093596065,2344.6634865968,2402.2334011448,2422.1711729192,2440.9534979169,2456.9181019355
Guam,GUM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,4049.4015225027,4144.0641488513,4149.1141262006,4057.1545382282,4259.2037082798,4326.8101163477,4559.9278080489,4469.1097432144,4157.1894712442,4778.6902088106,4125.9462328539,4796.7570823989,6115.1639996654,5423.2341361375,6082.4372970353,6719.2668698495,7214.1703828967,7499.6916344972,7014.3055016398,8101.1897500098,7359.8730556625,7611.8239298022,8024.2047572996,7921.6762280397,8150.0457636971,7345.9770458224,7718.1610883434,7904.0914552014,7828.1698160849,7976.5032451196,8282.0407806486,8744.3402424119,9022.5905965273,9333.9492206261,10216.9513794529,10531.5606603785,9456.7151053855
High income,HIC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,16686.8332117177,15384.1770740106,18396.7328787665,19087.4671884102,20591.0855200118,22419.7685654857,22460.5092400724,23531.6484778629,23915.7291349815,25986.2060851769,26701.7173144124,27489.4074264515,28024.6017220594,30422.9114126091,32277.5558553663,32099.6821571857,33240.6133568722,32997.4843495105,36405.664197132,37959.9192653277,39256.7405849536,30934.8363588802
"Hong Kong SAR, China",HKG,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1277.9570471501,1300.4887413435,1352.3813138553,1257.918044449,1341.1430788554,1363.3979720984,1347.2391866288,1452.586006618,1442.9352227855,1587.8533813909,1610.1211513426,1689.0020693764,1721.8242470622,1688.8605529209,1684.0489831905,1813.5912046813,1820.1570422778,1881.970498507,1836.5236879582,1662.6606618694,1890.2590588459,1967.8307414717,2088.3025797584,2170.9957102116,2364.9901427887,2344.8223834225,2507.7156888529,2678.1001459431,2745.9944581456,2700.5674620126,2760.8621768233,2948.7524830067,3268.691785568,3386.2523226454,3492.1296293528,3620.710290232,3785.9705475638
Heavily indebted poor countries (HIPC),HPC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,545.7605850228,555.77376766,541.2288207142,580.1479758164,521.6632120905,526.1985348434,522.8358748372,498.2061997322,482.5322515604,503.5289714745,534.3048463292,547.5367762098,543.2176048919,551.3837982444,540.5315771547,549.9826280449,555.4037356191,548.929809994,544.7431145126,556.9432484505,596.4832487805,621.1925516922,664.3256486243,667.393774845,674.3529022902,678.2877812273,706.3402091248,709.6724129504,717.6667768557,724.2401701817,715.1356600966
Croatia,HRV,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,8612.5261596782,9381.5340756322,10276.6650914691,11884.4195869205,12359.5562817676,13546.3566430574,15025.5452474901,16763.7296679312,16646.2736120117,19544.1691270399,20686.3101733964,24021.2374304942,24936.755498503,28188.0830142545,29235.8074264768,29570.2474059831,30240.8871350226,27930.1070875088,29806.195568442,30754.7310132978,32676.2711864407,35659.2174932299
Haiti,HTI,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,6831.5045548952,7486.6437444175,7556.4562916998,8210.7068089816,8580.9946047604,7944.7568326661,9339.8394604808,8137.606658041,8579.6618655776,13363.0800076675,12924.3530014066,12397.8410400039,10113.1078294253,16327.2709178671,15031.9797813453,12140.3975172205,14553.309474744,11928.013738895,14253.8994264282,17276.4308594881,17079.3797490404,20732.0850755461
IBRD only,IBD,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,811.0625202387,829.179094025,845.4201595059,865.7124256192,897.944567611,890.0783618212,885.6672930409,890.750999746,923.0751887914,925.5966859691,959.3938269044,962.2096563459,1063.6342239288,1076.3312675476,1091.003865362,1105.0824469387,1157.0701789713,1160.1060380297,1185.1871748504,1212.4608076308,1235.6506578351,1271.9647417214,1287.3524878791,1335.5063814616,1380.9183886627,1433.7996199396,1493.2269917413,1531.3116660566,1574.8249734786,1599.779325517,1671.9653403327,1749.5085233011,1783.94955177,1870.290153096,1901.2384682031,1932.1683301772,1974.6411994514
IDA & IBRD total,IBT,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,785.5040627068,810.3940835101,824.0587712133,840.1711221913,860.8915263983,859.4436482009,858.2481137346,861.9509850727,890.7618215722,897.2951646246,920.734811241,923.4584398913,1012.1998512134,1009.0515554231,1020.2380430304,1035.4097611913,1083.9621177998,1087.4020291397,1109.2221548396,1133.434801296,1142.6110660831,1172.9899986012,1196.1977804944,1236.690139054,1274.9382507266,1322.5151684712,1372.0326969107,1407.669867653,1447.1454130585,1469.7279489575,1527.77099943,1587.0624956643,1620.4291774935,1687.035773906,1713.4975727196,1737.548959536,1778.411982291
IDA total,IDA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,687.0051833975,675.4905490091,634.2673999265,666.123888821,686.8360301461,681.774803346,688.8780096665,720.7573953459,698.601504768,703.2052273479,723.082214256,679.2509271596,677.8575349443,702.1305786482,737.1029836244,747.7661940834,759.3311985932,774.1940990516,759.7298886483,771.2554191859,838.5887521778,855.0751530726,872.3380380497,906.9360572718,941.3351755406,978.541273088,1015.3099506015,1036.9342131311,1055.5515694076,1064.6188327873,1103.8888912331,1118.7810058158,1141.8417454435,1159.1089795253,1183.0662717797
IDA blend,IDB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,1037.0569675093,1060.2991810476,1061.5340635753,1014.333305273,1138.7852113923,1206.7570192196,1186.8450668961,1230.0982337726,1285.2391469078,1320.9030400187,1326.6773331732,1355.4733284426,1332.5871511609,1358.6433687046,1411.4406566517,1478.1808420649,1480.5351767013,1528.0333610672,1565.4932944928,1591.3068337159,1611.2206405791,1924.7382292605,1989.0721532083,2050.4745117635,2138.8734843563,2225.7571727394,2328.6620262797,2382.7409182348,2458.4596178909,2532.6290099407,2568.5593210784,2674.5392748511,2731.3638425996,2810.9728259089,2895.2549217409,3021.6898830315
Indonesia,IDN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1308.4652724293,1343.8666365435,1340.3169071276,1379.5122890432,1412.4374581854,1447.3121956825,1359.188945542,1350.1529805172,1378.0334200444,1408.4236555683,1412.676415324,1420.2783836589,1506.9463562889,1512.2056511936,1507.1037740492,1541.2871469912,1560.5412028727,1566.3645332283,1553.7921899074,1520.773852954,1544.8329390138,1592.7977507185,1647.2917580595,1699.1178884513,1737.7250691128,1776.9211959967,1859.2224297586,1895.4149702267,1984.7267005631,2062.2784147175,2124.2637637821,2209.1783023605,2312.6989491946,2413.3972179931,2520.6457234168,2622.1851925455,2715.7664615999
IDA only,IDX,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,456.9621704711,460.2590814272,466.2432419153,458.1389818641,449.0946886948,465.1905892906,489.5004665216,502.9624579188,504.2747827581,512.8720736477,513.1331820753,524.5833185496,530.1274255978,534.3526315227,540.6564385521,560.0331594456,594.2913757809,622.2427172134,660.8806292262,670.4465263503,676.7242533361,680.8689766989,705.1650799264,711.5633129818,721.9272081197,727.3385384744,736.5460948078
