Country Name,Country Code,Series Name,Series Code,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
Ethiopia,ETH,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.8834682,169.1813289,169.3870389,191.5213425,189.1724929,165.7644828,166.3639145,166.0609448,176.4237734,167.8720323,145.8093834,165.5694659,182.6725297,198.4953297,210.9429508,221.0199448,229.3132075,235.3509606,250.6609662,257.1343994,NA
Faeroe Islands,FRO,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2768.912876,3064.525589,3026.091297,2384.573372,2944.235047,2471.938105,2919.124316,2727.654807,2644.406095,3093.258592,2901.759296,2878.699687,2931.797949,2929.500163,3196.202043,3043.149836,3152.863736,2804.690404,2581.346955,2933.034244,2872.747871,2709.232785,2836.549875,2736.114528,2877.670235,2902.206557,3047.173825,2897.914763,3016.201156,2605.074493,2497.292056,2763.391236,2778.364086,NA
Finland,FIN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,16566.48277,14997.14259,15932.18312,17436.51539,18755.33359,18695.06063,18379.64608,16009.70544,18592.34871,19097.10938,21916.97988,22307.7266,22859.16826,26069.21425,27668.84333,28126.07619,27896.85563,31299.13249,29006.87036,29852.22595,33148.48949,33564.77973,35145.23061,35873.9196,37171.47705,40273.36142,41963.04542,48935.79717,49938.46322,55416.63297,55384.36716,59431.68335,56998.42663,61209.87531
France,FRA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,12529.70738,12868.48302,15427.69249,14973.28394,16257.73392,17750.41157,18385.5848,19752.8998,20341.86272,21942.04777,24509.58612,23489.32666,27964.39629,27648.49971,29052.33042,31469.66179,34571.42794,36255.45075,38871.56905,42506.09151,43588.57348,44008.79385,48171.65834,41773.24016,52859.33097,52287.23944,54557.61524,56585.16949,61798.55328,68904.72659,68111.41069,75983.27101,75177.86817,76886.86095
French Polynesia,PYF,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1525.734831,1520.955488,1478.784819,1538.603148,1581.130056,1644.015291,1620.47,1588.614607,1747.634838,1591.021578,1572.415929,1578.440058,1665.519503,1728.897053,1754.460511,1723.381365,1739.450189,1823.078215,1848.02367,1859.625163,1966.884855,2045.339195,1957.029154,2005.779013,2049.853,2149.912118,2218.32861,2372.402896,2405.283663,2516.192695,2359.047394,2467.220157,2576.658635,NA
"Gambia, The",GMB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,447.3966928,344.8513595,390.4513249,488.7810617,460.6163854,403.9935636,376.4637539,349.4941119,328.3303507,326.1922143,307.2881175,300.4907491,283.5580302,263.2298961,272.3753862,258.624479,245.5635388,263.6340116,249.3857592,315.7501833,330.5852451,350.0142294,279.0511177,324.0255974,336.9379473,320.5651019,266.7633853,254.4096271,312.1889102,339.320373,366.6740909,226.1720927,248.924193,NA
Georgia,GEO,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919.784256,2680.560089,2464.047745,1697.263657,1536.462596,1649.177849,1590.547534,1757.30639,1651.695424,1783.599971,1876.896287,2099.474361,2041.837703,2361.358721,2142.089307,2387.674183,2337.151197,2232.230492,2337.132022,2531.123447,2512.033021,NA
Germany,DEU,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15746.85509,16347.76598,15224.90271,11612.16961,12439.76537,13397.92156,14051.27328,14276.14334,16315.40111,16588.54782,16619.59703,17301.14236,18769.68011,25995.78894,24372.0479,23975.97135,34199.66957,37926.36783,41310.38826,36716.2818,29754.55675,31640.77517,32862.74471
Ghana,GHA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751.9950572,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14338.75777,12734.63988,11695.6093,12268.03357,13303.98548,14479.6789,14142.83838,14528.36645,15047.50937
Greenland,GRL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3550.212152,3843.201244,3337.177959,3197.122733,3624.80095,3281.907122,3098.386482,3310.347456,3351.66643,3499.770807,3778.325088,3689.784429,3590.028619,3441.870581,3229.963269,3451.314918,3182.151312,3153.818301,3116.040953,3428.294347,3755.921876,3657.731814,3770.123066,3991.344007,3666.219677,2290.757462,2989.936099,3039.198738,3332.777539,3736.86434,3511.845786,3660.388777,3776.375864,NA
Guam,GUM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1597.552966,1584.298623,1502.810567,1444.832661,1437.156478,1408.932269,1367.407628,1390.56674,1421.867117,1435.629739,1477.330964,1517.022649,1559.181029,1594.628748,1639.156347,1706.9315,1767.227587,1842.952448,1946.515075,2033.18249,1944.763291,1848.48148,1840.821079,1793.104198,1782.826595,1785.082168,1772.708008,1850.030346,1834.489201,1871.328153,1832.232568,1885.863786,1937.555571,1984.906883
Guinea,GIN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,143.4921616,160.2001747,147.745656,151.0600818,149.9921992,147.6212405,144.9084987,142.6081772,141.5378521,140.2831897,142.2935194,148.6768655,153.5509722,161.9488058,164.9129791,172.6063486,177.7064791,181.6758825,185.084322,185.0709622,189.6215702,192.1985217,195.9377835,198.8217333,201.3108768,206.3766723,NA,NA
Guinea-Bissau,GNB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2478.231752,2536.165233,2539.255817,2482.976596,2606.630587,2648.005675,2790.673593,2735.092979,2544.197927,2924.556069,2525.077076,2935.612992,3742.477382,3319.016638,3722.44865,4112.188041,4415.068746,4589.807615,4292.751538,4957.924165,4504.23871,4658.432524,4910.809388,4848.061977,4987.824023,4495.734362,4723.444385,4274.387194,4230.416385,4284.263069,4472.331586,4684.674166,4855.681766,NA
Haiti,HTI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,HND,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,969.6003885,986.6954419,1026.066921,954.3965733,1017.540343,1034.425383,1022.165526,1102.093342,1094.771187,1204.722227,1221.617035,1281.464869,1306.367423,1281.357499,1277.706908,1375.992055,1380.973631,1427.87219,1393.391182,1261.479347,1434.160815,1493.015323,1584.418662,1647.158871,1794.344629,1779.043124,1902.632107,2031.904712,2083.41689,2048.950917,2094.697196,2237.251685,2463.082182,2571.32042
"Hong Kong SAR, China",HKG,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,HUN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3094.72554,3290.611089,3795.796287,3909.432405,4194.877221,4133.445575,4421.524644,4404.499166,4907.158919,4984.63069,4884.227002,4703.306181,4073.39129,4032.962882,4273.2245,4600.690113,5034.757364,5240.067526,5410.288183,5668.74709,5652.369828,6846.541152,6405.813663,6541.413714,10462.00876,10315.2962,9889.439668,8046.918783,12894.8392,11354.49361,9963.73657,NA,NA,NA
Iceland,ISL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60015.9017,56920.53876,55423.0241,58460.69752,59271.2937,60801.55157,58970.06416,66270.51134,65806.80786,63898.9342,62999.49485,62886.9121,65782.27965,60198.72862,68187.21645,70749.09347,NA
India,IND,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,386.7692511,397.8561107,390.1023088,422.478523,422.1362587,416.569627,408.1524724,395.2240936,449.7754437,447.9984313,458.813776,442.6963056,464.7632184,472.7970335,487.4996103,478.3663383,519.6000001,500.379596,525.8389384,533.7665341,527.8850226,552.70172,510.0446673,549.7683041,544.5927111,564.847495,580.1633834,608.8239703,602.4190021,600.4339977,644.8296286,669.8202745,672.0945464,696.5613206
Indonesia,IDN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,559.9095525,574.407081,566.981017,567.305905,583.1132206,597.4990538,561.1183145,557.3886483,568.9058327,606.6150515,613.4118287,609.5513833,640.9526253,647.6692561,645.4841219,660.1247069,668.3721221,670.8651825,665.4805272,651.3392065,661.6435793,682.1866483,705.5261365,727.7229874,744.2582337,761.0457225,796.2948951,811.7959641,850.0476944,883.2626735,909.8106627,940.8936558,981.3771203,1017.547403
"Iran, Islamic Rep.",IRN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1537.958581,1529.104619,1621.641108,1676.0884,1760.431174,1863.089809,1898.544932,1911.276709,1869.397875,1926.668517,2122.179667,2236.543941,2462.688528,2482.497642,2521.970464,2585.537566,2623.179881,2592.639303,2797.143479,2529.777301,2557.674769,2447.935678,2673.635114,2814.102211,2830.247287,3051.199478,3155.580555,3312.789237,NA,NA,NA,NA,NA,NA
Iraq,IRQ,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4968.285154,5133.377025,6133.842251,4460.32807,5356.051311,7182.306322,7651.979459,5652.993469,4994.633661,5257.026693,6260.871048,6487.91793,6734.468398,7625.822012
Ireland,IRL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19675.24285,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,IMY,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,ITA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13974.2075,15904.34144,16944.63429,18345.43511,19714.84541,21123.85654,22524.48216,24259.94926,25906.72742,28702.752,29217.79993,29596.56449,29891.70384,29601.7127,34502.34564,34699.65123,35699.59669,36932.94689,38960.63744,39533.32911,41136.60136,43202.99014,43233.94598,45402.37003
Jamaica,JAM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1888.640949,1910.943411,1903.279284,1946.564401,1936.172103,1860.271986,1915.732507,2100.322782,2205.359906,2406.05476,2592.922853,2808.904809,2883.913035,2952.51215,3107.362026,3248.049893,3429.903614,3018.476382,2879.317117,3005.415944,2656.256645,2880.204251,2762.110775,3034.658821,2697.594252,2509.396938,3037.202718,2841.068072,2702.205048,3139.292002,3174.903086,3534.72356,3658.759204,NA
Japan,JPN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17551.82421,17289.50752,19481.50421,20236.51159,21682.89906,23263.04379,25257.61864,24702.43111,28067.4394,27168.50728,26117.45377,27987.18037,29197.17144,33432.60295,38279.06923,37075.72918,39283.5282,42878.91869,46044.65574,NA
Jordan,JOR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1958.452035,1723.024269,1688.933808,1521.900297,1614.282889,1717.411859,1809.231698,2144.146849,2812.751591,2036.898432,2539.653976,2627.976957,3476.172981,2495.419888,2065.052032,2067.485842,2155.803521,2018.698197,2353.957857,1705.0739,1857.69073,1923.095874,2423.448998,2732.059786,3037.79549,3019.592624,3384.856618,3486.603567,3754.254835,4273.10058,4568.494021,4833.287196,4460.969358,4423.746108
Kazakhstan,KAZ,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3304.862398,3162.03133,2572.406666,2004.440781,1965.852255,2011.922468,1684.454967,2103.916647,2084.384146,2484.064003,2595.548485,2692.555825,2733.143451,2970.208505,3190.087464,3451.16873,3255.923851,3710.236287,3307.364388,4222.784601,3532.513034,NA
Kenya,KEN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,411.3121429,420.8983816,436.5563534,429.4822027,400.3761456,402.1196386,407.4118176,409.9051312,413.830028,415.8087304,414.616626,396.7536714,369.444668,344.3203388,342.5379653,347.2623076,351.8897697,331.520224,349.5320403,364.7369517,351.6431076,383.4761072,361.501849,361.8788345,360.0902803,376.7831911,385.6813213,388.003387,364.9722158,343.1616626,364.66125,363.0159306,369.0733411,NA
Kiribati,KIR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,6889.272468,6776.587127,8981.439099,7204.00582,5876.986572,4899.823806,7236.608463,5517.310019,4376.610297,2068.696655,2280.519958,2294.631552,2299.544894,2509.233266,2154.298743,2052.937595,2238.044551,2280.75869,2191.932281,2246.096666,2148.472287,2125.849178,2246.794366,2086.868029,1969.173786,2244.05398,2412.682224,2381.986443,NA,NA,NA,NA
"Korea, Dem. Rep.",PRK,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2821.965869,3465.833114,3710.806243,4120.210543,4299.540309,4605.636523,4993.020743,4937.151245,5659.334689,5896.141685,5936.009855,6275.593031,7143.341985,7033.566761,7304.052041,8000.99699,8535.196473,9289.110799,9431.448551,10506.35252,11115.6217,11889.01854,12180.14587,12301.97225,14015.85304,15014.5989,16111.85613,17820.55715,19924.53007,21774.51527,22076.20091,22960.48868,24151.49574,27097.05263
Kosovo,KSV,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyz Republic,KGZ,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900.7106205,834.7797177,774.0599762,765.4700293,883.3810972,991.6569015,1018.067053,1099.652331,1133.284178,1226.119639,1279.118891,1337.592166,1411.360895,1363.138855,1220.669624,1242.771102,1255.938937,1340.39662,1311.048339,1343.135452,1367.391807,NA
Lao PDR,LAO,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,307.1233469,332.1157346,339.9496391,323.7270569,300.7590957,326.0484504,345.1924595,330.2674964,348.6605794,349.3866075,369.8418903,373.0579037,374.6388576,393.1490313,398.7042907,419.7825195,431.724956,437.9032875,445.0661938,446.4069121,450.6181712,447.3648971,455.066004,475.6370693,479.6420192,481.050314,482.5835694,473.7339144,475.7880581,NA
Latvia,LVA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700.53398,2344.786459,2143.941986,2668.300695,2639.264024,2927.700058,2923.384777,2946.3232,3484.357163,3762.02158,3928.258845,3924.872636,4121.094072,4621.493714,4381.510138,4850.75419,4945.157089,5204.638934,5466.612353,NA,NA,NA
Lebanon,LBN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9770.192483,11301.52904,11185.06379,12498.59251,13365.08147,14483.47149,15403.77541,15954.20365,17163.7549,18091.0163,20159.88636,20366.63529,21304.77854,23096.41776,22516.76349,25298.35603,28272.16941,31380.27974,35524.41307,39594.91873
Lesotho,LSO,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,535.5190293,546.4210694,442.7594631,444.1779529,427.765124,457.2133685,522.473902,436.38604,442.1090726,427.9199202,426.7789596,307.2972394,375.8324856,377.1832427,373.2507504,359.2697513,347.6215703,338.1766693,388.2075224,416.0186162,393.1573841,440.2223091,309.1055495,318.7854837,314.0571128,317.5819422,284.0417078,282.2158715,327.0041284,308.7765493,392.4440993,368.1431333,321.3439731,NA
Liberia,LBR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.6829396,700.1505651,914.1556571,542.7042842,451.6732167,474.7510736,486.7334163,531.2914301,581.7362532,637.660864,669.6019107,687.0970249,699.932667,NA
Libya,LBY,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13389.31955,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,LIE,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,LTU,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3511.625405,4160.029619,4836.576566,4789.485487,4261.645393,4936.97406,4985.859861,5669.387732,6332.935246,6637.392116,7109.929297,6714.323146,8027.243946,8631.974794,9319.660225,9369.186294,NA,NA,NA
Luxembourg,LUX,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51329.40357,43992.19022,48966.57215,42966.22395,57537.01769,50033.99161,46510.47107,41784.80824,36644.61357,46344.65834,43069.8569,36686.06676,36230.08175,36437.34766
"Macao SAR, China",MAC,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia, FYR",MKD,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.500523,3716.693068,4250.054138,4499.104179,4611.696209,4983.140135,5410.802263,5703.344691,6030.191718,5534.437223,5753.326659,6288.521201,7216.736773,7396.750347,7926.053251,8082.822892,8997.89788,9625.16713,10840.71703,11318.46995,11133.50052,11760.89584
Madagascar,MDG,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,250.0983473,233.5118516,237.6446348,238.6133083,240.8680197,238.1651979,240.2153842,240.437999,239.8195739,246.1534256,244.9108461,239.8482855,237.6725885,239.066105,231.8109422,230.0323782,229.5830297,227.7185931,226.5054828,228.0393972,224.6346158,227.5896755,218.5996012,215.7757656,209.8320062,204.8280377,203.9283147,205.7713604,204.8475475,215.0507804,NA,NA,NA,NA
Malawi,MWI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,139.6247565,124.8631748,129.8976571,132.4543008,139.3201186,138.4288857,136.6576546,134.5972119,128.8518464,124.9582257,119.6321044,131.7832046,97.50078026,148.3510253,104.9397122,145.2532496,179.8325092,177.0370751,191.5899416,206.5618242,213.1649334,196.6372463,204.5281422,208.8169764,210.632137,190.6439984,185.7479684,200.863242,203.6700875,223.9107634,221.7094545,229.924691,216.4955267,221.0225858
Malaysia,MYS,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3311.23044,3492.560253,3749.75499,3761.084492,3906.976873,4004.852097,4193.033559,4513.110674,4673.893336,4883.65334,4811.658587,4879.373302,5243.983401,5116.789101,5051.762421,4955.213664,5204.854713,5265.133997,5144.452105,5205.709441,5485.249604,5517.540521,5731.930993,6148.68433,6523.306315,6792.169371,7305.709797,7511.312778,7925.694626,8060.525829,8397.10013,9038.260257,9290.511433,9687.395217
Maldives,MDV,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2942.377426,3181.857502,3269.220502,3336.091977,3379.755435,3528.487141,3107.637708,3002.097816,2928.037552,2902.67355,3066.523438,3215.287802,NA
Mali,MLI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,553.7733492,487.0105989,430.4886332,424.5009317,421.1229087,398.6217469,491.8576394,508.4974264,512.2892009,612.4902898,597.5430453,556.9623909,631.0816031,565.7589865,591.0973731,593.7057683,600.7027039,616.2687117,621.3475616,664.1151517,581.1165956,633.1703161,594.4006616,681.0189373,631.5498631,662.1814349,681.9362668,680.6448328,752.7562418,777.0264376,845.4506365,794.5446602,842.0795942,NA
Malta,MLT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,8107.280209,9457.817162,10194.37353,12851.31032,15196.28474,15122.80574,17962.10679,21950.87176,21227.3197,27511.03761,35850.35651,36076.32586,34970.32129,36262.78538,35771.91384,37780.31651,40848.11926,40925.34895,44184.29315,42695.49055,39047.58145,67476.24773,69326.27799,72115.45452,67995.64123,67974.87495,70485.49114,66032.08024,54005.5694,57935.66598,56233.99481,NA,NA,NA
Marshall Islands,MHL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1367.758209,1482.816601,1497.038864,1714.746955,1392.077658,1423.037423,1541.803824,1628.584317,1677.575431,1700.090582,1591.872133,1655.483082,1652.677768,1761.878122,1426.024894,1734.401201,1830.039666,1385.15006,1003.761867,1048.003516,1010.485724,992.0970021,936.1710123,947.7539815,891.3253629,938.1147144,912.9547523,978.1702317,1030.665929,1009.305495,1052.848748,1001.04377,1109.499478,NA
Mauritius,MUS,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2259.727929,2783.082295,3391.167917,3044.246393,3133.794751,3564.149496,3990.705087,3977.108848,3875.203523,3722.960271,4406.90526,4337.185022,4670.625011,4396.222899,4198.987475,4773.871472,5119.757196,5466.616608,5508.221376,4168.093637,5666.664769,6161.817082,5074.631278,5324.043551,6267.781977,6034.910031,6181.120623,5980.458287,6399.710113,7120.355553,7354.591992,7820.687217,8155.144898,8938.594406
Mexico,MEX,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2574.235598,2709.941973,2640.265669,2678.797626,2735.204435,2819.931537,2723.395856,2740.690439,2618.745884,2588.36867,2712.156477,2742.060102,2681.321702,2663.062177,2768.544387,2765.240034,2891.51891,2853.267315,2900.741972,3036.078297,3110.60943,3226.943319,3234.552238,3370.648984,3477.52029,3344.149148,3555.171999,3733.706651,3825.788923,3774.42158,3850.100446,3808.930657,4136.924974,4202.786869
"Micronesia, Fed. Sts.",FSM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129.745345,3974.187171,3638.146941,4170.570042,3853.376136,4429.930728,4281.063468,4366.621044,4498.79226,4119.98877,4292.307692,4315.805727,4503.790006,4495.957327,4456.793936,4862.135036,5082.755474,NA,NA
Moldova,MDA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763.135073,1214.689864,772.1342798,875.1041688,813.8987135,969.355759,969.7597703,998.2256549,1096.839007,1232.994296,1386.002164,1348.709337,1706.424175,1828.566685,1845.885066,1418.807203,2126.161449,1868.883084,2106.228213,2331.467735,1954.41315,2899.917325
Monaco,MCO,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
